id_item;Number of users;Rating;Time (seconds)
194;0;3.0;100
186;1;3.0;269
19;1;3.0;590
232;1;3.0;1066
190;1;3.0;1137
15;1;3.0;1367
49;1;3.0;1625
258;2;3.0;1864
255;1;4.0;2096
212;1;3.0;2263
59;2;4.0;2411
196;1;3.0;2677
52;3;3.0;2975
87;1;3.0;3213
253;1;3.0;3395
