specialUser;nonSpecialUser;Start time (seconds);End time (seconds);Time together (seconds)
176;15;1000;2000;1000
176;21;1000;2000;1000
176;29;1000;2000;1000
176;35;1000;2000;1000
176;39;1000;2000;1000
176;66;1000;2000;1000
176;101;1000;2000;1000
176;110;1000;2000;1000
176;118;1000;2000;1000
176;131;1000;2000;1000
176;145;1000;2000;1000
