Id;ObjectID;Title;ConstituentID;Artist;Date;Classification;Department;style;genre;floor;room
271;60680;Constellation;11;Jean (Hans) Arp;1951;Print;Drawings & Prints;Surrealism;abstract;4th floor;404
272;70744;Nocturne;3821;André Masson;1951;Print;Drawings & Prints;Surrealism;abstract;4th floor;403
273;74176;Configuration;11;Jean (Hans) Arp;1951;Print;Drawings & Prints;Surrealism;abstract;4th floor;404
274;10213;(POÈMES);5247;Gérard Schneider;1964;Illustrated Book;Drawings & Prints;Tachisme;abstract;4th floor;401
275;34907;Untitled;2525;Hans Hartung;1960;Drawing;Drawings & Prints;Tachisme;abstract;4th floor;401
276;37575;Untitled;3829;Georges Mathieu;1958;Drawing;Drawings & Prints;Tachisme;abstract;4th floor;401
277;37614;Untitled;203;Karel Appel;1959;Drawing;Drawings & Prints;Tachisme;abstract;4th floor;401
278;62297;Composition;2525;Hans Hartung;1948;Print;Drawings & Prints;Tachisme;abstract;4th floor;401
279;63526;L 12;2525;Hans Hartung;1957;Print;Drawings & Prints;Tachisme;abstract;4th floor;401
280;72901;Untitled;6511;Hideo Yoshihara;1969;Print;Drawings & Prints;Tachisme;abstract;4th floor;401
281;72934;Untitled;6511;Hideo Yoshihara;1969;Print;Drawings & Prints;Tachisme;abstract;4th floor;401
282;116348;Untitled;2943;Asger Jorn;1950;Drawing;Drawings & Prints;Tachisme;abstract;4th floor;401
283;5233;Robert Indiana, New Art, Stable New York;2812;Robert Indiana;1964;Design;Architecture & Design;Pop Art;advertisement;4th floor;419
284;5721;Pirelli, Suola Coria;4163;Bruno Munari;1953;Design;Architecture & Design;Pop Art;advertisement;4th floor;417
285;6815;Robert Indiana;2812;Robert Indiana;1962;Design;Architecture & Design;Pop Art;advertisement;4th floor;419
286;7406;Pirelli, Suola Coria;4163;Bruno Munari;1953;Design;Architecture & Design;Pop Art;advertisement;4th floor;417
287;72897;Campaign;5021;James Rosenquist;1965;Print;Drawings & Prints;Pop Art;advertisement;4th floor;418
288;68680;Birds in Flight;6165;Jacques Villon;1958;Print;Drawings & Prints;Cubism;animal painting;4th floor;406
289;9004;The Paris Review?;5627;Saul Steinberg;1967;Design;Architecture & Design;Expressionism;animal painting;4th floor;402
290;61398;Relativity;1757;M. C. Escher;1953;Print;Drawings & Prints;Surrealism;capriccio;4th floor;404
291;34156;Untitled;5178;Peter Saul;1961;Drawing;Drawings & Prints;Expressionism;caricature;4th floor;402
292;37719;Railway;5627;Saul Steinberg;1951;Drawing;Drawings & Prints;Expressionism;cityscape;4th floor;402
293;100269;City;2419;Philip Guston;1968;Drawing;Drawings & Prints;Neo-Expressionism;cityscape;4th floor;419
294;84124;Museum on Fire;5086;Edward Ruscha;1968;Drawing;Drawings & Prints;Pop Art;cityscape;4th floor;417
295;70946;Untitled;3749;Conrad Marca-Relli;1966;Print;Drawings & Prints;Surrealism;cityscape;4th floor;403
296;70961;Untitled;3749;Conrad Marca-Relli;1966;Print;Drawings & Prints;Surrealism;cityscape;4th floor;403
297;2960;Fork;4163;Bruno Munari;1958;Design;Architecture & Design;Concretism;design;4th floor;406
298;2970;Fork;4163;Bruno Munari;1958;Design;Architecture & Design;Concretism;design;4th floor;406
299;3696;L'Ora X Clock;4163;Bruno Munari;1945;Design;Architecture & Design;Concretism;design;4th floor;406
300;1484;Table (IN-50);4324;Isamu Noguchi;1944;Design;Architecture & Design;Abstract Expressionism;design, furniture;4th floor;409
301;86474;Coffee Table (model IN-50);4324;Isamu Noguchi;1944;Design;Architecture & Design;Abstract Expressionism;design, furniture;4th floor;409
302;1166;Maldive Tray;4163;Bruno Munari;1960;Design;Architecture & Design;Concretism;design, utensil;4th floor;406
303;4050;Maldive Tray;4163;Bruno Munari;1960;Design;Architecture & Design;Concretism;design, utensil;4th floor;406
304;4226;Fish Poacher;5136;Roberto Sambonet;1954;Design;Architecture & Design;Concretism;design, utensil;4th floor;406
305;91738;Cubo Ashtray;4163;Bruno Munari;1957;Design;Architecture & Design;Concretism;design, utensil;4th floor;406
306;91739;Cubo Ashtray;4163;Bruno Munari;1957;Design;Architecture & Design;Concretism;design, utensil;4th floor;406
307;65457;The Dancer;3832;Henri Matisse;1949;Print;Drawings & Prints;Abstract Expressionism;figurative;4th floor;409
308;36623;Thumbprint;3741;Piero Manzoni;1960;Drawing;Drawings & Prints;Conceptual Art;figurative;4th floor;420
309;73736;Horizon;934;Luis Camnitzer;1968;Print;Drawings & Prints;Conceptual Art;figurative;4th floor;420
310;76449;The Abolition of Cinema;934;Luis Camnitzer;1968;Print;Drawings & Prints;Conceptual Art;figurative;4th floor;420
311;88087;Untitled;6287;Dan Weiner;1953;Photograph;Photography;Conceptual Art;figurative;4th floor;420
312;95570;Untitled;630;Alighiero Boetti;1965;Drawing;Drawings & Prints;Conceptual Art;figurative;4th floor;420
313;97692;Untitled;6288;Lawrence Weiner;1968;Drawing;Drawings & Prints;Conceptual Art;figurative;4th floor;420
314;97693;Untitled;6288;Lawrence Weiner;1968;Drawing;Drawings & Prints;Conceptual Art;figurative;4th floor;420
315;109528;Untitled;795;Marcel Broodthaers;1969;Print;Drawings & Prints;Conceptual Art;figurative;4th floor;420
316;109667;Untitled;6288;Lawrence Weiner;1968;Drawing;Drawings & Prints;Conceptual Art;figurative;4th floor;420
317;126545;Perspective Correction - Big Square;1533;Jan Dibbets;1968;Drawing;Drawings & Prints;Conceptual Art;figurative;4th floor;420
318;147022;Perspective Correction - Square on Wall;1533;Jan Dibbets;1969;Photograph;Photography;Conceptual Art;figurative;4th floor;420
319;147056;Duration Piece #12;2749;Douglas Huebler;1970;Drawing;Drawings & Prints;Conceptual Art;figurative;4th floor;420
320;148165;Following Piece;53;Vito Acconci;1969;Photograph;Photography;Conceptual Art;figurative;4th floor;420
321;288811;Following Piece;53;Vito Acconci;1969;Drawing;Drawings & Prints;Conceptual Art;figurative;4th floor;420
322;109603;I Am Still Alive;3030;On Kawara;1970;Print;Drawings & Prints;Conceptual Art, Mail Art;figurative;4th floor;421
323;124607;I Am Still Alive;3030;On Kawara;1970;Print;Drawings & Prints;Conceptual Art, Mail Art;figurative;4th floor;421
324;124612;I Am Still Alive;3030;On Kawara;1970;Print;Drawings & Prints;Conceptual Art, Mail Art;figurative;4th floor;421
325;124615;I Am Still Alive;3030;On Kawara;1970;Print;Drawings & Prints;Conceptual Art, Mail Art;figurative;4th floor;421
326;124616;I Am Still Alive;3030;On Kawara;1970;Print;Drawings & Prints;Conceptual Art, Mail Art;figurative;4th floor;421
327;137400;I Got Up...;3030;On Kawara;1970;Drawing;Drawings & Prints;Conceptual Art, Mail Art;figurative;4th floor;421
328;186395;I Got Up...;3030;On Kawara;1970;Drawing;Drawings & Prints;Conceptual Art, Mail Art;figurative;4th floor;421
329;186398;I Got Up...;3030;On Kawara;1970;Drawing;Drawings & Prints;Conceptual Art, Mail Art;figurative;4th floor;421
330;186399;I Got Up...;3030;On Kawara;1970;Drawing;Drawings & Prints;Conceptual Art, Mail Art;figurative;4th floor;421
331;186420;I Got Up...;3030;On Kawara;1970;Drawing;Drawings & Prints;Conceptual Art, Mail Art;figurative;4th floor;421
332;54006;Untitled;1133;Larry Clark;1963;Photograph;Photography;Cubism;figurative;4th floor;406
333;132509;Untitled;27445;Lygia Clark;1951;Drawing;Drawings & Prints;Cubism;figurative;4th floor;406
334;201413;Untitled;134233;Bob Clark;1964;Photograph;Photography;Cubism;figurative;4th floor;406
335;33138;Untitled (Animals and Figures);4675;Jackson Pollock;1942;Drawing;Drawings & Prints;Expressionism;figurative;4th floor;401
336;33154;Untitled;4675;Jackson Pollock;1945;Drawing;Drawings & Prints;Expressionism;figurative;4th floor;401
337;59574;The Cat and the Rooster (Le chat et le coq) from Aesop's Fable (Fables d'Ésope);107;Pierre Alechinsky;1946;Print;Drawings & Prints;Expressionism;figurative;4th floor;402
338;75902;Untitled (1), state I of III;4675;Jackson Pollock;1944;Print;Drawings & Prints;Expressionism;figurative;4th floor;401
339;75913;Untitled (1), state II of III;4675;Jackson Pollock;1944;Print;Drawings & Prints;Expressionism;figurative;4th floor;401
340;75917;Untitled (2), state I of III;4675;Jackson Pollock;1944;Print;Drawings & Prints;Expressionism;figurative;4th floor;401
341;75921;Untitled (2), state I of III;4675;Jackson Pollock;1944;Print;Drawings & Prints;Expressionism;figurative;4th floor;401
342;75925;Untitled (2), state II of III;4675;Jackson Pollock;1944;Print;Drawings & Prints;Expressionism;figurative;4th floor;401
343;75928;Untitled (2), state II of III;4675;Jackson Pollock;1944;Print;Drawings & Prints;Expressionism;figurative;4th floor;401
344;75931;Untitled (2), state II of III;4675;Jackson Pollock;1944;Print;Drawings & Prints;Expressionism;figurative;4th floor;401
345;75967;Untitled;4675;Jackson Pollock;1951;Print;Drawings & Prints;Expressionism;figurative;4th floor;401
346;76177;Carnival;3296;Yasuo Kuniyoshi;1949;Print;Drawings & Prints;Expressionism;figurative;4th floor;402
347;76415;Untitled from The Test of the Title (Le Test du titre);107;Pierre Alechinsky;1966;Print;Drawings & Prints;Expressionism;figurative;4th floor;402
348;76416;The Test of the Title (Le Test du titre);107;Pierre Alechinsky;1966;Print;Drawings & Prints;Expressionism;figurative;4th floor;402
349;77389;Untitled;2627;Anton Heyboer;1960;Print;Drawings & Prints;Expressionism;figurative;4th floor;401
350;77405;Untitled;2627;Anton Heyboer;1965;Print;Drawings & Prints;Expressionism;figurative;4th floor;401
351;15642;Untitled (folios 3 verso and 4) from L'Homme, la femme, et les vêtements (Man, Woman and Clothing);292;Enrico Baj;1966;Illustrated Book;Drawings & Prints;Neo-Dada;figurative;4th floor;416
352;32117;General (plate, page 161) from 1¢ Life;292;Enrico Baj;1964;Illustrated Book;Drawings & Prints;Neo-Dada;figurative;4th floor;416
353;52461;Untitled;4823;Robert Rauschenberg;1949;Photograph;Photography;Neo-Dada;figurative;4th floor;416
354;68097;Urban;4823;Robert Rauschenberg;1962;Print;Drawings & Prints;Neo-Dada;figurative;4th floor;416
355;68155;Stunt Man I;4823;Robert Rauschenberg;1962;Print;Drawings & Prints;Neo-Dada;figurative;4th floor;416
356;68857;Untitled (title page) from the portfolio A Tool Box;1547;Jim Dine;1966;Print;Drawings & Prints;Neo-Dada;figurative;4th floor;416
357;68859;Untitled (Plate IX) from the portfolio A Tool Box;1547;Jim Dine;1966;Print;Drawings & Prints;Neo-Dada;figurative;4th floor;416
358;68860;Untitled (Plate X) from the portfolio A Tool Box;1547;Jim Dine;1966;Print;Drawings & Prints;Neo-Dada;figurative;4th floor;416
359;68861;Untitled (Plate I) from the portfolio A Tool Box;1547;Jim Dine;1966;Print;Drawings & Prints;Neo-Dada;figurative;4th floor;416
360;68864;Untitled (Plate IV) from the portfolio A Tool Box;1547;Jim Dine;1966;Print;Drawings & Prints;Neo-Dada;figurative;4th floor;416
361;68865;Untitled (Plate V) from the portfolio A Tool Box;1547;Jim Dine;1966;Print;Drawings & Prints;Neo-Dada;figurative;4th floor;416
362;68866;Untitled (Plate VI) from the portfolio A Tool Box;1547;Jim Dine;1966;Print;Drawings & Prints;Neo-Dada;figurative;4th floor;416
363;68867;Untitled (Plate VII) from the portfolio A Tool Box;1547;Jim Dine;1966;Print;Drawings & Prints;Neo-Dada;figurative;4th floor;416
364;68868;Untitled (Plate VIII) from the portfolio A Tool Box;1547;Jim Dine;1966;Print;Drawings & Prints;Neo-Dada;figurative;4th floor;416
365;71906;Untitled;1547;Jim Dine;1966;Print;Drawings & Prints;Neo-Dada;figurative;4th floor;416
366;93261;Flag;2923;Jasper Johns;1955;Drawing;Drawings & Prints;Neo-Dada;figurative;4th floor;416
367;95509;Fe;540;Joseph Beuys;1951;Drawing;Drawings & Prints;Neo-Dada;figurative;4th floor;416
368;116271;Currents;4823;Robert Rauschenberg;1970;Print;Drawings & Prints;Neo-Dada;figurative;4th floor;416
369;222687;Untitled;4823;Robert Rauschenberg;1967;Drawing;Drawings & Prints;Neo-Dada;figurative;4th floor;416
370;32076;Plate (page 61) from 1¢ Life;107;Pierre Alechinsky;1964;Illustrated Book;Drawings & Prints;Neo-Expressionism;figurative;4th floor;419
371;35623;Big Night Down the Drain;366;Georg Baselitz;1963;Drawing;Drawings & Prints;Neo-Expressionism;figurative;4th floor;419
372;37800;P.D. Zeichnung;366;Georg Baselitz;1963;Drawing;Drawings & Prints;Neo-Expressionism;figurative;4th floor;419
373;71179;Under the Volcano;107;Pierre Alechinsky;1968;Print;Drawings & Prints;Neo-Expressionism;figurative;4th floor;419
374;95474;Peitschenfrau;366;Georg Baselitz;1964;Drawing;Drawings & Prints;Neo-Expressionism;figurative;4th floor;419
375;97841;Waldarbeiter;366;Georg Baselitz;1966;Drawing;Drawings & Prints;Neo-Expressionism;figurative;4th floor;419
376;61527;Three Spheres;1757;M. C. Escher;1945;Print;Drawings & Prints;Op Art;figurative;4th floor;407
377;6373;Campari;4163;Bruno Munari;1965;Design;Architecture & Design;Pop Art;figurative;4th floor;417
378;57374;Untitled;2933;Harold Jones;1968;Photograph;Photography;Pop Art;figurative;4th floor;418
379;59801;Untitled;1349;Allan D'Arcangelo;1965;Print;Drawings & Prints;Pop Art;figurative;4th floor;417
380;60284;Brushstroke;3542;Roy Lichtenstein;1965;Print;Drawings & Prints;Pop Art;figurative;4th floor;419
381;67406;Brushstrokes;3542;Roy Lichtenstein;1967;Print;Drawings & Prints;Pop Art;figurative;4th floor;419
382;67925;Signs;4823;Robert Rauschenberg;1970;Print;Drawings & Prints;Pop Art;figurative;4th floor;419
383;70874;Ruler;2923;Jasper Johns;1966;Print;Drawings & Prints;Pop Art;figurative;4th floor;418
384;71809;Scott Fagan Record;2923;Jasper Johns;1970;Print;Drawings & Prints;Pop Art;figurative;4th floor;418
385;71893;Untitled;688;Derek Boshier;1964;Print;Drawings & Prints;Pop Art;figurative;4th floor;417
386;71921;Lisp;5086;Edward Ruscha;1970;Print;Drawings & Prints;Pop Art;figurative;4th floor;417
387;73411;Hollywood;5086;Edward Ruscha;1969;Print;Drawings & Prints;Pop Art;figurative;4th floor;417
388;74767;Reels (B + C);4823;Robert Rauschenberg;1968;Print;Drawings & Prints;Pop Art;figurative;4th floor;419
389;74780;Hollywood;5086;Edward Ruscha;1968;Print;Drawings & Prints;Pop Art;figurative;4th floor;417
390;75117;Untitled;2935;John Paul Jones;1962;Print;Drawings & Prints;Pop Art;figurative;4th floor;418
391;75123;Untitled;2935;John Paul Jones;1962;Print;Drawings & Prints;Pop Art;figurative;4th floor;418
392;75135;Untitled;2935;John Paul Jones;1962;Print;Drawings & Prints;Pop Art;figurative;4th floor;418
393;75155;Untitled;2935;John Paul Jones;1962;Print;Drawings & Prints;Pop Art;figurative;4th floor;418
394;75158;Untitled;2935;John Paul Jones;1962;Print;Drawings & Prints;Pop Art;figurative;4th floor;418
395;75162;Untitled;2935;John Paul Jones;1962;Print;Drawings & Prints;Pop Art;figurative;4th floor;418
396;75165;Untitled;2935;John Paul Jones;1962;Print;Drawings & Prints;Pop Art;figurative;4th floor;418
397;75168;Untitled;2935;John Paul Jones;1962;Print;Drawings & Prints;Pop Art;figurative;4th floor;418
398;75185;Untitled;2935;John Paul Jones;1962;Print;Drawings & Prints;Pop Art;figurative;4th floor;418
399;75193;Untitled;2935;John Paul Jones;1962;Print;Drawings & Prints;Pop Art;figurative;4th floor;418
400;77102;Man Woman;2931;Allen Jones;1965;Print;Drawings & Prints;Pop Art;figurative;4th floor;417
401;95440;Glass Slippers;281;Jo Baer;1960;Drawing;Drawings & Prints;Pop Art;figurative;4th floor;418
402;95441;Bootless Boots;281;Jo Baer;1960;Drawing;Drawings & Prints;Pop Art;figurative;4th floor;418
403;97201;Untitled (Flamingo Capsule);5021;James Rosenquist;1969;Drawing;Drawings & Prints;Pop Art;figurative;4th floor;418
404;116334;Untitled;8474;Willys de Castro;1962;Print;Drawings & Prints;Pop Art;figurative;4th floor;419
405;165895;Gas;5086;Edward Ruscha;1962;Print;Drawings & Prints;Pop Art;figurative;4th floor;417
406;288939;Untitled;1349;Allan D'Arcangelo;1966;Drawing;Drawings & Prints;Pop Art;figurative;4th floor;417
407;35131;Left;6386;Christopher Wilmarth;1968;Drawing;Drawings & Prints;Post-Minimalism;figurative;4th floor;421
408;35153;Her Sides of Me;6386;Christopher Wilmarth;1969;Drawing;Drawings & Prints;Post-Minimalism;figurative;4th floor;421
409;35165;Reach;6386;Christopher Wilmarth;1969;Drawing;Drawings & Prints;Post-Minimalism;figurative;4th floor;421
410;166742;Shadow;5785;Jiro Takamatsu;1965;Drawing;Drawings & Prints;Post-Minimalism;figurative;4th floor;421
411;16025;Plate from Le Surréalisme en 1947;3351;Jacqueline Lamba;1947;Illustrated Book;Drawings & Prints;Surrealism;figurative;4th floor;404
412;16042;Plate from Le Surréalisme en 1947;3349;Wifredo Lam;1947;Illustrated Book;Drawings & Prints;Surrealism;figurative;4th floor;405
413;26841;Plate (page 17) from Le Rempart de brindilles (The Rampart of Twigs);3349;Wifredo Lam;1953;Illustrated Book;Drawings & Prints;Surrealism;figurative;4th floor;405
414;26843;Plate (page 25) from Le Rempart de brindilles (The Rampart of Twigs);3349;Wifredo Lam;1953;Illustrated Book;Drawings & Prints;Surrealism;figurative;4th floor;405
415;26844;Plate (page 33) from Le Rempart de Brindilles (The Rampart of Twigs);3349;Wifredo Lam;1953;Illustrated Book;Drawings & Prints;Surrealism;figurative;4th floor;405
416;26845;Plate (page 41) from Le Rempart de brindilles (The Rampart of Twigs);3349;Wifredo Lam;1953;Illustrated Book;Drawings & Prints;Surrealism;figurative;4th floor;405
417;34146;Untitled;3349;Wifredo Lam;1946;Drawing;Drawings & Prints;Surrealism;figurative;4th floor;405
418;34162;Untitled;3349;Wifredo Lam;1946;Drawing;Drawings & Prints;Surrealism;figurative;4th floor;405
419;35228;Untitled;3842;Roberto Matta;1942;Drawing;Drawings & Prints;Surrealism;figurative;4th floor;405
420;37452;Untitled;3348;Jennett Lam;1962;Drawing;Drawings & Prints;Surrealism;figurative;4th floor;404
421;37459;Untitled;3348;Jennett Lam;1964;Drawing;Drawings & Prints;Surrealism;figurative;4th floor;404
422;38253;Untitled;3842;Roberto Matta;1942;Drawing;Drawings & Prints;Surrealism;figurative;4th floor;405
423;38824;Untitled;2284;John D. Graham;1942;Drawing;Drawings & Prints;Surrealism;figurative;4th floor;404
424;61544;Other World;1757;M. C. Escher;1947;Print;Drawings & Prints;Surrealism;figurative;4th floor;404
425;62351;Untitled;3842;Roberto Matta;1957;Print;Drawings & Prints;Surrealism;figurative;4th floor;405
426;69263;Untitled;3349;Wifredo Lam;1953;Print;Drawings & Prints;Surrealism;figurative;4th floor;405
427;70734;The Night Will Be Calm (La nuit sera calme);107;Pierre Alechinsky;1963;Print;Drawings & Prints;Surrealism;figurative;4th floor;405
428;70822;Blotter (Buvard);107;Pierre Alechinsky;1964;Print;Drawings & Prints;Surrealism;figurative;4th floor;405
429;70876;Seen in Profile, Sticking Out Tongue (Tireur de langue profilé);107;Pierre Alechinsky;1964;Print;Drawings & Prints;Surrealism;figurative;4th floor;405
430;139859;Untitled;3842;Roberto Matta;1957;Print;Drawings & Prints;Surrealism;figurative;4th floor;405
431;139860;Untitled;3842;Roberto Matta;1957;Print;Drawings & Prints;Surrealism;figurative;4th floor;405
432;139861;Untitled;3842;Roberto Matta;1957;Print;Drawings & Prints;Surrealism;figurative;4th floor;405
433;139862;Untitled;3842;Roberto Matta;1957;Print;Drawings & Prints;Surrealism;figurative;4th floor;405
434;201428;Untitled;49373;David Carter;1965;Photograph;Photography;Surrealism;figurative;4th floor;403
435;36661;Trademark;5086;Edward Ruscha;1962;Drawing;Drawings & Prints;Pop Art;figurative, sketch and study;4th floor;417
436;70832;Pomegranates in the Wind;3821;André Masson;1951;Print;Drawings & Prints;Surrealism;flower painting;4th floor;403
437;73283;Red Pomegranates;3821;André Masson;1950;Print;Drawings & Prints;Surrealism;flower painting;4th floor;403
438;73300;Ripe Pomegranates;3821;André Masson;1950;Print;Drawings & Prints;Surrealism;flower painting;4th floor;403
439;160626;Untitled;3213;Willem de Kooning;1966;Drawing;Drawings & Prints;Abstract Expressionism;genre painting;4th floor;411
440;160629;Untitled;3213;Willem de Kooning;1966;Drawing;Drawings & Prints;Abstract Expressionism;genre painting;4th floor;411
441;160630;Untitled;3213;Willem de Kooning;1966;Drawing;Drawings & Prints;Abstract Expressionism;genre painting;4th floor;411
442;160632;Untitled;3213;Willem de Kooning;1966;Drawing;Drawings & Prints;Abstract Expressionism;genre painting;4th floor;411
443;160633;Untitled;3213;Willem de Kooning;1966;Drawing;Drawings & Prints;Abstract Expressionism;genre painting;4th floor;411
444;160636;Untitled;3213;Willem de Kooning;1966;Drawing;Drawings & Prints;Abstract Expressionism;genre painting;4th floor;411
445;160637;Untitled;3213;Willem de Kooning;1966;Drawing;Drawings & Prints;Abstract Expressionism;genre painting;4th floor;411
446;160646;Untitled;3213;Willem de Kooning;1966;Drawing;Drawings & Prints;Abstract Expressionism;genre painting;4th floor;411
447;16673;Pablo Picasso;4609;Pablo Picasso;1941;Illustrated Book;Drawings & Prints;Expressionism;genre painting;4th floor;402
448;34813;Rain;1832;Lyonel Feininger;1952;Drawing;Drawings & Prints;Expressionism;genre painting;4th floor;402
449;76483;I'm dreaming of a white Christmas;2481;Richard Hamilton;1967;Print;Drawings & Prints;Pop Art;genre painting;4th floor;419
450;35592;Self-Portrait;5366;Ben Shahn;1955;Drawing;Drawings & Prints;Social Realism;genre painting;4th floor;401
451;36254;Figures;4609;Pablo Picasso;1967;Drawing;Drawings & Prints;Surrealism;genre painting;4th floor;405
452;66170;Jazz;3832;Henri Matisse;1947;Print;Drawings & Prints;Abstract Expressionism;illustration;4th floor;409
453;105395;Lagoon (Le Lagon) from Jazz;3832;Henri Matisse;1947;Print;Drawings & Prints;Abstract Expressionism;illustration;4th floor;409
454;105396;Lagoon (Le Lagon) from Jazz;3832;Henri Matisse;1947;Print;Drawings & Prints;Abstract Expressionism;illustration;4th floor;409
455;105397;Lagoon (Le Lagon) from Jazz;3832;Henri Matisse;1947;Print;Drawings & Prints;Abstract Expressionism;illustration;4th floor;409
456;144192;17 variazioni su temi proposti per una pura ideologia fonetica;884;Alberto Burri;1955;Illustrated Book;Drawings & Prints;Art Informel;illustration;4th floor;412
457;156779;Cover for 17 variazioni su temi proposti per una pura ideologia fonetica;884;Alberto Burri;1955;Illustrated Book;Drawings & Prints;Art Informel;illustration;4th floor;412
458;68681;Untitled;2429;Hans Haacke;1961;Print;Drawings & Prints;Conceptual Art;installation;4th floor;420
459;68702;Untitled;2429;Hans Haacke;1960;Print;Drawings & Prints;Conceptual Art;installation;4th floor;420
460;68731;Untitled;2429;Hans Haacke;1961;Print;Drawings & Prints;Conceptual Art;installation;4th floor;420
461;68755;Untitled;2429;Hans Haacke;1961;Print;Drawings & Prints;Conceptual Art;installation;4th floor;420
462;68766;Untitled;2429;Hans Haacke;1961;Print;Drawings & Prints;Conceptual Art;installation;4th floor;420
463;68778;Untitled;2429;Hans Haacke;1961;Print;Drawings & Prints;Conceptual Art;installation;4th floor;420
464;68789;Untitled;2429;Hans Haacke;1961;Print;Drawings & Prints;Conceptual Art;installation;4th floor;420
465;68800;Untitled;2429;Hans Haacke;1961;Print;Drawings & Prints;Conceptual Art;installation;4th floor;420
466;146915;Museum of Modern Art. The Eagles. 19th-Century Section (Musée d'Art Moderne. Les Aigles. Section XIXe siècle);795;Marcel Broodthaers;1969;Print;Drawings & Prints;Conceptual Art;installation;4th floor;420
467;69040;Untitled;4243;Bruce Nauman;1969;Print;Drawings & Prints;Minimalism;installation;4th floor;413
468;63815;Souvenir;2923;Jasper Johns;1970;Print;Drawings & Prints;Neo-Dada;installation;4th floor;416
469;61054;The Store;4397;Claes Oldenburg;1961;Print;Drawings & Prints;Pop Art;installation;4th floor;417
470;69472;A Postal Card - For Mother from S.M.S. No. 1;2481;Richard Hamilton;1968;Print;Drawings & Prints;Pop Art;installation;4th floor;419
471;34584;Untitled (7 x 33);3230;Jannis Kounellis;1959;Drawing;Drawings & Prints;Post-Minimalism;installation;4th floor;421
472;37077;Repetition Nineteen;2623;Eva Hesse;1967;Drawing;Drawings & Prints;Post-Minimalism;installation;4th floor;421
473;38105;Table and Two Chairs;19;Richard Artschwager;1965;Drawing;Drawings & Prints;Conceptual Art;interior;4th floor;420
474;100554;Bathroom Mirror;1039;Patrick Caulfield;1968;Print;Drawings & Prints;Pop Art;interior;4th floor;418
475;33572;Landscape (Paysage);1633;Jean Dubuffet;1952;Drawing;Drawings & Prints;Expressionism;landscape;4th floor;402
476;34796;Untitled;5047;Mark Rothko;1945;Drawing;Drawings & Prints;Expressionism;landscape;4th floor;402
477;37028;Untitled;5047;Mark Rothko;1969;Drawing;Drawings & Prints;Expressionism;landscape;4th floor;402
478;37042;Untitled;5047;Mark Rothko;1968;Drawing;Drawings & Prints;Expressionism;landscape;4th floor;402
479;73046;Dark Trees at Noon;5268;Karl Schrag;1961;Print;Drawings & Prints;Expressionism;landscape;4th floor;402
480;74159;New England Landscape II;3296;Yasuo Kuniyoshi;1941;Print;Drawings & Prints;Expressionism;landscape;4th floor;402
481;74902;Woods and Open Sea;5268;Karl Schrag;1962;Print;Drawings & Prints;Expressionism;landscape;4th floor;402
482;85608;Landscape (Paysage);1633;Jean Dubuffet;1951;Drawing;Drawings & Prints;Expressionism;landscape;4th floor;402
483;5638;Psychedelic Cloud;3859;Peter Max;1967;Design;Architecture & Design;Pop Art;landscape;4th floor;418
484;76637;Standard Station;5086;Edward Ruscha;1966;Print;Drawings & Prints;Pop Art;landscape;4th floor;417
485;34762;Caribbean Landscape;3821;André Masson;1941;Drawing;Drawings & Prints;Surrealism;landscape;4th floor;403
486;70760;Villa d'Este;3821;André Masson;1958;Print;Drawings & Prints;Surrealism;landscape;4th floor;403
487;73224;Mist in the Valley of the Arc;3821;André Masson;1956;Print;Drawings & Prints;Surrealism;landscape;4th floor;403
488;69324;Hespéride;3821;André Masson;1947;Print;Drawings & Prints;Surrealism;mythological painting;4th floor;403
489;72333;La Femme Tondue;4742;Antoine Prinner;1946;Print;Drawings & Prints;Cubism;nude painting (nu);4th floor;406
490;29467;Bather (plate, page 49) from the illustrated book Non Vouloir;4609;Pablo Picasso;1942;Illustrated Book;Drawings & Prints;Surrealism;nude painting (nu);4th floor;405
491;73208;Green Nude;3821;André Masson;1956;Print;Drawings & Prints;Surrealism;nude painting (nu);4th floor;403
492;192667;Reading Position for Second Degree Burn, Stage I and Stage II, Book, Skin, Solar Energy. Exposure Time: 5 Hours, Jones Beach, New York, Photodocumentation;4415;Dennis Oppenheim;1970;Photograph;Photography;Conceptual Art;performance;4th floor;420
493;127407;Music by Alison, performed during Fully Guaranteed 12 Fluxus Concerts, New York, May 23, 1964;36471;Alison Knowles;1964;Photograph;Drawings & Prints;Neo-Dada;performance;4th floor;416
494;45258;Pleasures and Terrors of Levitation;5456;Aaron Siskind;1954;Photograph;Photography;Abstract Expressionism;photo;4th floor;408
495;46975;Chicago;5456;Aaron Siskind;1952;Photograph;Photography;Abstract Expressionism;photo;4th floor;408
496;48676;Pleasures and Terrors of Levitation 55;5456;Aaron Siskind;1956;Photograph;Photography;Abstract Expressionism;photo;4th floor;408
497;49141;Gloucester;5456;Aaron Siskind;1944;Photograph;Photography;Abstract Expressionism;photo;4th floor;408
498;49238;New York;5456;Aaron Siskind;1946;Photograph;Photography;Abstract Expressionism;photo;4th floor;408
499;49256;Chicago;5456;Aaron Siskind;1956;Photograph;Photography;Abstract Expressionism;photo;4th floor;408
500;49422;Rome, Arch of Constantine 3;5456;Aaron Siskind;1967;Photograph;Photography;Abstract Expressionism;photo;4th floor;408
501;49490;Chicago;5456;Aaron Siskind;1952;Photograph;Photography;Abstract Expressionism;photo;4th floor;408
